cycle,px_hex,py_hex,v_hex,theta_hex,omega_hex,a_hex,z_hex,vz_hex,az_hex,p11_hex,p22_hex,p33_hex,p44_hex,p55_hex,p66_hex,p77_hex,p88_hex,p99_hex
306,FFFFCE553CCC,000004487FA9,FFFFFEFF8F6F,00000002254A,FFFFFFFFF51E,FFFFFFFD4F59,00000C58528A,FFFFFFD12B1E,000000001960,00000122277A,000002012EBD,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
307,FFFFCDE40BBA,000003B7A8E0,FFFFFEFDCC01,FFFFFFFFD380,FFFFFFFFF523,FFFFFFFDF2D3,00000BEC55C0,FFFFFFCF98F4,000000001558,00000121090E,000001FFF04C,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
308,FFFFCE64B444,0000018BAFFA,FFFFFEFFC328,00000003514B,FFFFFFFFF505,FFFFFFFA5A1F,00000BB4A18A,FFFFFFCECB70,00000000133C,000001211018,000001FFF33A,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
309,FFFFCE65053D,00000423CC2C,FFFFFEFFF237,000000035EB5,FFFFFFFFF4F0,0000000404F2,00000BBEE0A6,FFFFFFCEF602,00000000139A,0000011E8BFA,00000201472F,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
310,FFFFCDFE1207,000003F8557D,FFFFFEFEBA5B,000000038D59,FFFFFFFFF4EF,000000010C66,00000B45DD77,FFFFFFCD32E5,000000000F14,00000122983F,00000200AE5F,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
311,FFFFCD35E4AC,0000020AF700,FFFFFEFE32D3,00000004957C,FFFFFFFFF4E5,FFFFFFFC33B2,00000B503C9E,FFFFFFCD5E01,000000000F80,000001207742,00000201788B,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
312,FFFFCD2319F5,000001CA5402,FFFFFEFDCBB4,000000046600,FFFFFFFFF4DD,FFFFFFFE414A,00000B9C0FB0,FFFFFFCE7F40,000000001257,00000121CBF0,000002001EA5,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
313,FFFFCD4512E0,FFFFFF4C17A1,FFFFFEFDFA32,000000049F25,FFFFFFFFF4C8,FFFFFFF9DA45,00000C06DF79,FFFFFFD0150B,00000000165A,00000121756E,0000020070A5,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
314,FFFFCDC88691,FFFFFFF63745,FFFFFEFFA894,00000003E5E4,FFFFFFFFF499,FFFFFFFF1B8B,00000CA56E08,FFFFFFD26D62,000000001C44,000001220A9E,000002009ED7,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
315,FFFFCD73F690,FFFFFE10AA6B,FFFFFEFE5FC2,FFFFFFFE6797,FFFFFFFFF4A0,FFFFFFFAA583,00000C2044C7,FFFFFFD07C80,00000000174A,000001229B39,000001FFC643,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
316,FFFFCD8B099F,FFFFFF520F7D,FFFFFEFB12AC,000000027EC9,FFFFFFFFF497,000000023E21,00000BF511B2,FFFFFFCFDDFE,0000000015AC,0000011ABE8E,000001FFE638,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
317,FFFFCDD2C522,FFFFFD52A5EF,FFFFFEF80D77,FFFFFFFC57C9,FFFFFFFFF484,FFFFFFFBB6F1,00000C757A8A,FFFFFFD1C4F4,000000001A7D,000001299CF8,000002002B51,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
318,FFFFCDC56CF0,FFFFFF3392BC,FFFFFEF8CAF7,FFFFFFFEE251,FFFFFFFFF47B,0000000492E4,00000C61F439,FFFFFFD17F77,0000000019BF,0000012FA78F,000001FFC07F,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
319,FFFFCDFE7FD8,FFFFFE28CCC4,FFFFFEF9C737,FFFFFFF8E2F6,FFFFFFFFF47A,FFFFFFFEEBE7,00000C5F667F,FFFFFFD179D2,0000000019A8,0000012EEBBC,000002001730,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
320,FFFFCE43E8E1,FFFFFE6D4B6A,FFFFFEFAE4F3,FFFFFFFEC66E,FFFFFFFFF47D,00000000BF8B,00000C46C202,FFFFFFD12115,0000000018B6,0000012ACC2C,000001FFCE23,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
321,FFFFCE53ABBE,FFFFFC7C7A37,FFFFFEFBC38B,FFFFFFF97DEA,FFFFFFFFF45B,FFFFFFFB348D,00000CAA33EE,FFFFFFD29B12,000000001C6D,000001277A71,000001FFD743,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
322,FFFFCDFA324E,FFFFFDDE0DC8,FFFFFEFAABF5,FFFFFFF24BA7,FFFFFFFFF445,000000026811,00000C61181C,FFFFFFD18C0A,0000000019B6,0000012A3E06,000001FFAEEF,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
323,FFFFCD627436,FFFFFBAC2400,FFFFFEF932BE,FFFFFFF9E790,FFFFFFFFF44F,FFFFFFFACBE3,00000BF75342,FFFFFFD00233,0000000015C2,000001266635,000001FEE1CA,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
324,FFFFCE0AB51D,FFFFFA776FF1,FFFFFEFB8D18,00000008ED46,FFFFFFFFF45E,FFFFFFFAFB62,00000BC9A784,FFFFFFCF5A65,000000001404,0000012B19D0,000001FFAF8F,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
325,FFFFCD807BFC,FFFFFA2F42EB,FFFFFEF8FD07,00000005FE03,FFFFFFFFF49B,FFFFFFFDDB4A,00000AF5D07A,FFFFFFCC41A8,000000000C1C,0000011BECDA,000001FFD910,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
326,FFFFCD2A7FAD,FFFFFADFDE48,FFFFFEF829D3,000000027F2B,FFFFFFFFF495,00000001F2CA,00000B97672C,FFFFFFCEA582,00000000122E,00000121F99D,000001FF5397,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
327,FFFFCDC3CD2D,FFFFF89E2464,FFFFFEFA5AEF,FFFFFFF75962,FFFFFFFFF491,FFFFFFFAA85C,00000BB1CA42,FFFFFFCF0CC5,000000001328,000001233161,000001FFDABB,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
328,FFFFCDF6F8D8,FFFFF7F600AA,FFFFFEFB48EB,000000003D57,FFFFFFFFF488,FFFFFFFC9969,00000C524198,FFFFFFD16C52,000000001927,0000012E6D12,000001FFAFC4,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
329,FFFFCE682B60,FFFFF86223C2,FFFFFEFD725A,000000080B90,FFFFFFFFF476,000000009D01,00000C307818,FFFFFFD0F12D,0000000017DA,0000011C56E3,000002000372,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
330,FFFFCE75D463,FFFFF60D9544,FFFFFEFAB09C,000000049876,FFFFFFFFF460,FFFFFFFA19B9,00000C01B97E,FFFFFFD04555,00000000161C,0000012A2D2C,000001FF7DAC,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
331,FFFFCE49DE8C,FFFFF69F67A9,FFFFFEF9AAEA,00000002602E,FFFFFFFFF45B,FFFFFFFFDD12,00000BE0E64A,FFFFFFCFCDDA,0000000014E0,00000125C36E,000001FFF171,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
332,FFFFCF16FADB,FFFFF7BF95FA,FFFFFEFC4901,0000000D7843,FFFFFFFFF453,00000003533B,00000BB14868,FFFFFFCF1EB5,000000001313,00000122BD90,000001FFEF85,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
333,FFFFCF005B78,FFFFF8004812,FFFFFEFD7BAB,0000000B2EFA,FFFFFFFFF432,000000021D40,00000C1D5503,FFFFFFD0B91A,00000000171D,00000125A2D5,000001FF0B7C,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
334,FFFFCEED3BA3,FFFFF57DEAA7,FFFFFEFD96D4,0000000ACA82,FFFFFFFFF428,FFFFFFFA0A93,00000C4D9E3A,FFFFFFD172B2,0000000018EC,0000011EA465,000001FF17D2,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
335,FFFFCF153217,FFFFF686AB08,FFFFFEFE79BC,0000000BD97C,FFFFFFFFF400,00000000E980,00000C66D0A3,FFFFFFD1D567,0000000019D8,00000123FD7B,000001FF367D,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
336,FFFFCF666399,FFFFF494B57D,FFFFFF0004D5,000000081102,FFFFFFFFF3E8,FFFFFFFB3B04,00000CB62967,FFFFFFD303C3,000000001CCC,0000011EE2EB,000001FF689F,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
337,FFFFCF5E868F,FFFFF6BF5F30,FFFFFF006A2E,00000008882E,FFFFFFFFF3DB,00000004626B,00000C2F8158,FFFFFFD10D2F,0000000017BC,00000123150F,000001FF8288,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
338,FFFFCFEB1C4D,FFFFF45690FF,FFFFFF027C93,000000065D31,FFFFFFFFF3E1,FFFFFFFB3DD9,00000BDD1C77,FFFFFFCFDB3C,0000000014A2,00000121B25B,000001FFEE23,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
339,FFFFCF9F2DBF,FFFFF3672F93,FFFFFF0122C8,000000043671,FFFFFFFFF3E5,FFFFFFFC097B,00000C0C10E3,FFFFFFD08FDA,000000001668,000001224468,0000020000C8,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
340,FFFFCFD44EF8,FFFFF2A46A05,FFFFFF01C6EF,000000059F43,FFFFFFFFF3CE,FFFFFFFCF654,00000C00C202,FFFFFFD06947,0000000015F9,00000120FCD0,000002002CCC,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
341,FFFFD08C3006,FFFFF46E5101,FFFFFF0500E3,0000000A5764,FFFFFFFFF3A3,000000040D82,00000C24475D,FFFFFFD0F2CE,000000001744,00000120F7EF,000001FFF5FD,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
342,FFFFD046F6DC,FFFFF2657772,FFFFFF0443A5,0000000A8D21,FFFFFFFFF39B,FFFFFFFC3CEE,00000C4B82EA,FFFFFFD18A59,0000000018C1,00000125156C,0000020004E1,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
343,FFFFCFD7BB3A,FFFFF18F91D5,FFFFFF027CC0,00000009522E,FFFFFFFFF3C2,FFFFFFFCEDC0,00000B91BAC9,FFFFFFCED38A,0000000011D3,00000122EFC8,000001FF9084,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
344,FFFFD018936C,FFFFF1EC4CB5,FFFFFF03924B,0000000AB9F0,FFFFFFFFF3A5,00000000232B,00000B88C189,FFFFFFCEB5C7,00000000117A,000001221AA6,000001FFA06C,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
345,FFFFD0B8D62C,FFFFEF896BBB,FFFFFF05E042,00000006D19C,FFFFFFFFF392,FFFFFFF9D29B,00000B2871C0,FFFFFFCD4F82,000000000DD8,0000011FB926,000001FF7341,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
346,FFFFD0B2F4E0,FFFFF1640E18,FFFFFF060462,00000006DF99,FFFFFFFFF376,00000003095F,00000C0E202B,FFFFFFD0B36A,00000000166F,000001231D7A,00000200165E,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
347,FFFFD07344B8,FFFFF0F5B715,FFFFFF04DFF1,000000070F2E,FFFFFFFFF36C,0000000004E5,00000C01C779,FFFFFFD088F3,0000000015FB,000001237FE1,000001FFB08F,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
348,FFFFD084EF06,FFFFF047C85B,FFFFFF057293,00000006DAE4,FFFFFFFFF364,FFFFFFFE6EFE,00000C39E55F,FFFFFFD15FFD,000000001813,00000121E659,000002002E6F,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
349,FFFFD01CF6F5,FFFFF06D09DE,FFFFFF045066,000000050FEA,FFFFFFFFF35C,FFFFFFFFFFE8,00000CA12CB3,FFFFFFD2E867,000000001BF7,00000121C5B0,000001FFD86B,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
350,FFFFD0464D41,FFFFEED9E605,FFFFFF056E2D,0000000523A5,FFFFFFFFF359,FFFFFFFBF090,00000C916011,FFFFFFD2B0E1,000000001B5E,0000012199F3,000001FFD87D,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
351,FFFFD0C81B54,FFFFED6C5E4C,FFFFFF06B28E,000000063A08,FFFFFFFFF34A,FFFFFFFAC55A,00000C1BA0FC,FFFFFFD0F9E7,0000000016F3,00000121C6E9,000001FFD280,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
352,FFFFD10702F8,FFFFEEAF7B60,FFFFFF07C286,000000063D33,FFFFFFFFF331,000000017F3E,00000C40DDA2,FFFFFFD189E2,000000001852,00000121ED82,000001FFB5F4,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
353,FFFFD122D74F,FFFFEDD4BCEF,FFFFFF087957,00000006419D,FFFFFFFFF339,FFFFFFFE5C6B,00000B1F259A,FFFFFFCD4C23,000000000D77,0000012219DB,000001FFDF5E,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
354,FFFFD1E0A089,FFFFEAD5134C,FFFFFF0A6D61,000000080B36,FFFFFFFFF319,FFFFFFF7975A,00000B4BFCC1,FFFFFFCDF8D0,000000000F21,00000121B775,000002002E25,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
355,FFFFD1941AF4,FFFFEADDAA20,FFFFFF08DFF6,00000009F78D,FFFFFFFFF319,FFFFFFFDB6A9,00000BF597E5,FFFFFFD07AC1,00000000157E,00000122C5D8,0000020064F1,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
356,FFFFD1A503DD,FFFFEC058D7F,FFFFFF094C09,0000000A192C,FFFFFFFFF30B,000000022E8D,00000BF26B22,FFFFFFD072C1,00000000155D,000001222869,000002003E1B,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
357,FFFFD21E0133,FFFFEB451BE4,FFFFFF0B16EC,0000000B6774,FFFFFFFFF30E,FFFFFFFEBA6D,00000B7E360D,FFFFFFCEC19E,000000001101,00000121986E,000001FF8A6E,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
358,FFFFD2B8E641,FFFFEA3C5A31,FFFFFF0D2275,0000000B940F,FFFFFFFFF2F3,FFFFFFFCD5F6,00000B1AC2A9,FFFFFFCD4F86,000000000D41,00000121D1F1,000002000EBB,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
359,FFFFD290E0DF,FFFFEBD35586,FFFFFF0D14C8,0000000B1DD2,FFFFFFFFF2DD,00000003760D,00000BB9D70B,FFFFFFCFA9DF,000000001337,000001232E6E,000001FF88CC,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
360,FFFFD298B025,FFFFE9808A5F,FFFFFF0D554A,000000095FED,FFFFFFFFF2C5,FFFFFFF87FFC,00000BB33EC9,FFFFFFCF9507,0000000012FB,0000012E1FC0,000001FD2C9F,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
361,FFFFD3AC780E,FFFFE9A80A5C,FFFFFF110F0A,00000012613C,FFFFFFFFF1EB,FFFFFFFDB8C3,00000BF4A022,FFFFFFD08EDE,00000000155B,00000127353D,000001FE382F,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
362,FFFFD4097467,FFFFE92424DB,FFFFFF1255B1,00000014076F,FFFFFFFFF1A6,FFFFFFFD97C0,00000BDEC8FC,FFFFFFD040AB,000000001485,0000012679D5,000001FC2017,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
363,FFFFD3EA5ADA,FFFFE87F216E,FFFFFF11C17E,000000137EE6,FFFFFFFFF1A9,FFFFFFFD608F,00000BE56D5D,FFFFFFD05D99,0000000014C4,0000012492FF,000001FD381E,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
364,FFFFD43F0154,FFFFE816FB79,FFFFFF12E269,000000149FAF,FFFFFFFFF17B,FFFFFFFDEAA6,00000C30F035,FFFFFFD17D8E,000000001795,000001244F81,000001FD4D66,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
365,FFFFD44065F5,FFFFE7BD7ED1,FFFFFF12D59A,000000149B4C,FFFFFFFFF181,FFFFFFFE7278,00000B64C910,FFFFFFCE819E,000000000FF1,000001249DA2,000001FCAF88,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
366,FFFFD4A96DC5,FFFFE77AFF8D,FFFFFF147692,00000016CDCD,FFFFFFFFF13B,FFFFFFFEB135,00000BF76EE0,FFFFFFD0AD2A,000000001567,00000120EDAA,000001FD215D,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
367,FFFFD38AC735,FFFFE9103E07,FFFFFF10FA00,00000013EA7B,FFFFFFFFF17A,00000005573A,00000BEC0A89,FFFFFFD0864A,000000001504,000001235104,000001FD1041,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
368,FFFFD49E37A1,FFFFE528E85D,FFFFFF13D948,000000190244,FFFFFFFFF189,FFFFFFF47476,00000C2A65F6,FFFFFFD174C3,000000001753,00000124147B,000001FD71E0,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
369,FFFFD47DDA8C,FFFFE5569A3A,FFFFFF1350B3,0000001C7172,FFFFFFFFF1A7,FFFFFFFD5D7F,00000CCAA149,FFFFFFD3D359,000000001D4E,0000012A503C,000001FBAB52,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
370,FFFFD4BDBE0A,FFFFE59F1FC5,FFFFFF14BA0E,0000001E954E,FFFFFFFFF167,000000003DB8,00000CD0911E,FFFFFFD3ED88,000000001D80,00000124C9F6,000001FA875D,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
371,FFFFD5416102,FFFFE50F5393,FFFFFF16E095,0000001FDFE8,FFFFFFFFF12B,FFFFFFFE45B7,00000CA5B99A,FFFFFFD3503A,000000001BDC,0000012484F9,000001FA4C63,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
372,FFFFD687CE03,FFFFE4427A00,FFFFFF1AD636,000000209632,FFFFFFFFF061,FFFFFFFC143A,00000C7B42AC,FFFFFFD2B451,000000001A39,00000128095E,000001F95E92,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
373,FFFFD6CA8612,FFFFE5423722,FFFFFF1C5E4C,0000001CEA9C,FFFFFFFFF018,00000001ABBE,00000CBB57A8,FFFFFFD3A931,000000001C95,000001259D87,000001FBB944,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
374,FFFFD7263B28,FFFFE2ABABB4,FFFFFF1C9342,0000001DA46E,FFFFFFFFF00F,FFFFFFF85C71,00000D0D9F70,FFFFFFD4E287,000000001FAB,000001233EAE,000001FCE13D,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
375,FFFFD69A2A98,FFFFE3D0A260,FFFFFF1AFE23,00000026CE15,FFFFFFFFF082,00000001C9B2,00000C657DDC,FFFFFFD26E00,000000001963,00000126BBAF,000001FCF5F7,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
376,FFFFD6D0FC40,FFFFE34674E0,FFFFFF1BCD9B,00000028E09F,FFFFFFFFF081,FFFFFFFED108,00000C5D8E03,FFFFFFD25404,000000001914,00000125D062,000001F91A6F,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
377,FFFFD7218A6A,FFFFE41125FE,FFFFFF1DB090,000000272B76,FFFFFFFFF03C,00000001F7F6,00000C64C07D,FFFFFFD272F7,000000001951,000001276EB7,000001F8D7A3,000001000000,000001000000,000001000000,000001000000,00000121649A,000001000000,000001000000
378,FFFFD75C20D3,FFFFE3212074,FFFFFF1E247C,000000282A12,FFFFFFFFF032,FFFFFFFDA119,00000CAD7099,FFFFFFD3883D,000000001C08,0000012608FF,000001FA3793,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
379,FFFFD744EE5E,FFFFE275D046,FFFFFF1D59E6,0000002A0422,FFFFFFFFF049,FFFFFFFD3D57,00000CAEC8AA,FFFFFFD39127,000000001C15,000001272F02,000001F9D62B,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
380,FFFFD793CEEC,FFFFE2AE2987,FFFFFF1EA126,000000280D54,FFFFFFFFF01B,FFFFFFFF92DF,00000C60FA7F,FFFFFFD2705C,000000001927,000001282782,000001F91D97,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
381,FFFFD83D8B2C,FFFFE0BCA479,FFFFFF1FEA5E,00000027F479,FFFFFFFFF00C,FFFFFFF984BF,00000C3E9C1D,FFFFFFD1F2F6,0000000017D7,000001265C74,000001FA5015,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
382,FFFFD851F19E,FFFFDF3CC1F7,FFFFFF1F01F8,0000002C1E4F,FFFFFFFFF031,FFFFFFF95F71,00000CBAAA88,FFFFFFD3C978,000000001C80,00000128F9EE,000001FA6F72,000001000000,000001000000,000001000000,000001000000,00000121649A,000001000000,000001000000
383,FFFFD872D11E,FFFFDF39CCA7,FFFFFF1F2449,0000002B4055,FFFFFFFFF02C,FFFFFFFD8104,00000BAF722C,FFFFFFCFE040,00000000127F,0000012CD3E9,000001F8FFE9,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
384,FFFFD8C3261F,FFFFDE790F66,FFFFFF1FC392,0000002A4A08,FFFFFFFFF005,FFFFFFFCA1E9,00000C63A1BB,FFFFFFD289E5,00000000193F,00000127948D,000001F92BB3,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
385,FFFFD99D699B,FFFFDE8A6C0D,FFFFFF22AD96,0000002245CB,FFFFFFFFEF7B,FFFFFFFE3888,00000D0F3CC5,FFFFFFD5132E,000000001FA5,0000012A07B2,000001F9EE28,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
386,FFFFDA363336,FFFFDE58EF65,FFFFFF24EAF0,000000278974,FFFFFFFFEDF2,FFFFFFFD4902,00000BC5922B,FFFFFFD03EFF,000000001349,0000013AAD19,000001E469C7,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
387,FFFFDB85C6DC,FFFFDCD5EB1C,FFFFFF27E0B1,0000001FEBF5,FFFFFFFFEC8B,FFFFFFF5EB58,00000B41E29D,FFFFFFCE5395,000000000E52,00000137E68E,000001E8CE62,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
388,FFFFDB3F95B6,FFFFE09BE63B,FFFFFF29ED5A,00000017E897,FFFFFFFFEB9D,0000000ECACD,00000C05DEC1,FFFFFFD138AB,0000000015A3,0000013131A8,000001F6182B,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
389,FFFFDB8FEA2F,FFFFDE863420,FFFFFF2A996E,0000001DA7CC,FFFFFFFFEBD7,FFFFFFFAA13B,00000C5209E4,FFFFFFD25B10,000000001879,00000124DA5A,000001FB767D,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
390,FFFFDBF7939F,FFFFDDCD4F64,FFFFFF2B8D8A,0000001968EB,FFFFFFFFEB62,FFFFFFFA2CD7,00000C3D7340,FFFFFFD21180,0000000017B3,0000012730D7,000001F854CF,000001000000,000001000000,000001000000,000001000000,00000121649A,000001000000,000001000000
391,FFFFDC15A69D,FFFFDC8293F1,FFFFFF2B30B5,00000019AF8E,FFFFFFFFEB63,FFFFFFF7F5B8,00000C0CB721,FFFFFFD15E12,0000000015E4,000001279DFE,000001FBBAAF,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
392,FFFFDB840A66,FFFFDCEB1637,FFFFFF2975C8,0000001F79B9,FFFFFFFFEBEB,0000000063A6,00000BAC1FA0,FFFFFFCFF6B1,00000000124F,000001297155,000001FA8482,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
393,FFFFDB80FF28,FFFFDCB17CA1,FFFFFF29C4D1,0000001F7C9C,FFFFFFFFEBD3,FFFFFFFF5DD5,00000C4A81A3,FFFFFFD24E57,00000000183C,000001269446,000001F8FA26,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
394,FFFFDCA93584,FFFFDA5DBABC,FFFFFF2C7414,0000002253E7,FFFFFFFFEB57,FFFFFFF39712,00000BD38313,FFFFFFD092A6,0000000013C1,0000012731BE,000001F83373,000001000000,000001000000,000001000000,000001000000,00000121649A,000001000000,000001000000
395,FFFFDD5537AC,FFFFDAA63F53,FFFFFF2E9A12,0000001093D3,FFFFFFFFEA03,FFFFFFFA9265,00000BCE3289,FFFFFFD0828A,00000000137F,0000012DF7CC,000001F7E446,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
396,FFFFDDBE0A7C,FFFFDA7B5AC6,FFFFFF2FFA02,00000010E7C8,FFFFFFFFE9F5,FFFFFFFD50D7,00000BE94E2E,FFFFFFD0EC65,000000001480,000001251ADB,000001FE84A2,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
397,FFFFDD6A3851,FFFFDA986DE9,FFFFFF2ED032,000000114AC4,FFFFFFFFE9FF,FFFFFFFFC67C,00000C0E70C4,FFFFFFD17BFD,0000000015E7,00000122F97C,000001FE8817,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
398,FFFFDD363B08,FFFFDB4753E2,FFFFFF2E5D6B,00000010FEDC,FFFFFFFFE9FB,000000031B8D,00000C06C63C,FFFFFFD1630B,0000000015A0,00000122334C,000001FE770E,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
399,FFFFDE09D8CC,FFFFDA9B4C8C,FFFFFF31593C,00000013D7E7,FFFFFFFFE9F8,FFFFFFFDB619,00000C81CCF5,FFFFFFD335A5,000000001A32,00000122B947,000001FE836C,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
400,FFFFDE98EFE9,FFFFD9A7CEFA,FFFFFF32FD4B,0000001310CA,FFFFFFFFE9C3,FFFFFFFAAC43,00000C5D9404,FFFFFFD2B13B,0000000018D2,000001232269,000001FDF100,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
401,FFFFDF32FAA6,FFFFD9CCF631,FFFFFF353A68,000000103254,FFFFFFFFE97B,FFFFFFFE7CFF,00000C3EDA9C,FFFFFFD2417E,0000000017A9,000001234FEE,000001FE50E2,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
402,FFFFDF4C989D,FFFFD8D8A278,FFFFFF354D5F,0000001039CF,FFFFFFFFE97B,FFFFFFFB40E3,00000BA5C23D,FFFFFFD0058C,0000000011EF,000001228D2D,000001FEC5B7,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
403,FFFFE0685FC0,FFFFD7D6002C,FFFFFF390847,0000000C48D3,FFFFFFFFE916,FFFFFFF96045,00000B85843C,FFFFFFCF902A,0000000010B2,000001228F76,000001FEC68A,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
